"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","压力检测类型","压力范围 最小值-最大值 (Min-Max) (kPa) ","压力等级 (Max) (kPa) ","压力等级 (Max) (psi) ","精度(% 误差率) (Max) (%) ","输出类型","移植","集成度","工作环境温度 (Min-Max) (°C) ","Z轴加速 (Min-Max) (g) ","Pressure offset accuracy (kPa)   (0C &lt;= Ta &lt;= 70C)","GPIOs","供电电压 (Typ) (V) ","Accelerometer (Z Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","PLC代码","感应轴","Accelerometer (X Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","封装类型和焊端数","Pin count","PLC描述","LF灵敏度 (Min-Max) (V) ","X轴加速 (Min-Max)","射频输出功率 (Min-Max) (dBm) ","MCU内部用户闪存 (Spec) (kByte) ","无铅","供电电压 (Min-Max) (V) ","加速度传感器输出","加速度特性","认证级别","RoHS","特性","灵敏度数字Z轴 (Typ) (Cnts/g) ","状态","替代部件"
"FSL","传感器---压力传感器","MPXx2100","MPX2100A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2100?&fpsp=1&tab=Documentation_Tab#MPX2100A","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 100","100","14.5","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2100","MPX2100AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2100?&fpsp=1&tab=Documentation_Tab#MPX2100AP","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2100","MPX2100D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2100?&fpsp=1&tab=Documentation_Tab#MPX2100D","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Differential","0 to 100","100","14.5","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2100","MPX2100DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2100&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2100?&fpsp=1&tab=Documentation_Tab#MPX2100DP","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Dual Port, Tray","-","1000 @ CNY39.93 each","Differential","0 to 100","100","14.5","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2200","MPX2200A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2200?&fpsp=1&tab=Documentation_Tab#MPX2200A","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 200","200","29","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2200","MPX2200AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2200?&fpsp=1&tab=Documentation_Tab#MPX2200AP","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2200","MPX2200D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2200?&fpsp=1&tab=Documentation_Tab#MPX2200D","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Differential","0 to 200","200","29","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2200","MPX2200DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2200?&fpsp=1&tab=Documentation_Tab#MPX2200DP","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Port,Tray","-","1000 @ CNY39.93 each","Differential","0 to 200","200","29","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2200","MPX2200GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2200&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2200?&fpsp=1&tab=Documentation_Tab#MPX2200GP","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Gauge","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPX2102A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPX2102A","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 100","100","14.5","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPX2102AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPX2102AP","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPX2102ASX","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPX2102ASX","Pressure Sensor, 10V, 0/100kPa, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPX2102DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPX2102DP","Pressure Sensor, 10V, 0/100kPa, Sensor 4, Dual Port,  Tray","-","1000 @ CNY39.93 each","Differential","0 to 100","100","14.5","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXM2102A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXM2102A","Pressure Sensor, 10V, 0/100kPa, Sensor 5, Rail","-","1000 @ CNY22.32 each","Absolute","0 to 100","100","14.5","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXM2102AS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXM2102AS","Pressure Sensor, 10V, 0/100kPa, Sensor 5, Rail","-","1000 @ CNY25.62 each","Absolute","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXM2102AST1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXM2102AST1","Pressure Sensor, 10V, 0/100kPa, Sensor 5, Reel","-","1000 @ CNY25.62 each","Absolute","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXM2102AT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXM2102AT1","Pressure Sensor, 10V, 0/100kPa, Sensor 5, Reel","-","1000 @ CNY22.32 each","Absolute","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXM2102DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXM2102DT1","Pressure Sensor, 10V, 0/100kPa, Sensor 5, Reel","-","1000 @ CNY25.62 each","Differential","0 to 100","100","14.5","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXM2102GS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXM2102GS","Pressure Sensor, 10V, 0/100kPa, Sensor 5, Rail","-","1000 @ CNY25.62 each","Gauge","0 to 100","100","14.5","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2102","MPXV2102GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2102&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-gauge-and-absolute-compensated-pressure-sensor-0-to-100kpa:MPXx2102?&fpsp=1&tab=Documentation_Tab#MPXV2102GP","Pressure Sensor, 10V, 0/100kPa, SOP 8, Port, Tray","-","1000 @ CNY35.61 each","Gauge","0 to 100","100","14.5","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPX2202AP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPX2202AP","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Port, Tray","-","1000 @ CNY39.93 each","Absolute","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPX2202DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPX2202DP","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Dual Port, Tray","-","1000 @ CNY39.93 each","Differential","0 to 200","200","29","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPX2202GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPX2202GP","Pressure Sensor, 10V, 0/200kPa, Sensor 4, Port, Tray","-","1000 @ CNY32.75 each","Gauge","0 to 200","200","29","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXM2202A","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXM2202A","Pressure Sensor, 10V, 0/200kPa, Sensor 5, Rail","-","1000 @ CNY25.62 each","Absolute","0 to 200","200","29","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXM2202AS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXM2202AS","Pressure Sensor, 10V, 0/200kPa, Sensor 5, Rail","-","1000 @ CNY25.62 each","Absolute","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXM2202DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXM2202DT1","Pressure Sensor, 10V, 0/200kPa, Sensor 5, Reel","-","1000 @ CNY25.62 each","Differential","0 to 200","200","29","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXM2202GS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXM2202GS","Pressure Sensor, 10V, 0/200kPa, Sensor 5, Rail","-","1000 @ CNY24.61 each","Gauge","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXM2202GST1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXM2202GST1","Pressure Sensor, 10V, 0/200kPa, Sensor 5, Reel","-","1000 @ CNY24.61 each","Gauge","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 5","5","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXV2202DP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXV2202DP","Pressure Sensor, 10V, 0/200kPa, SOP 8, Port, Tray","-","1000 @ CNY35.61 each","Differential","0 to 200","200","29","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXV2202DPT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXV2202DPT1","Pressure Sensor, 10V, 0/200kPa, SOP 8, Port, Reel","-","1000 @ CNY35.61 each","Differential","0 to 200","200","29","-","Analog","Dual Side Ports","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXV2202GC6T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXV2202GC6T1","Pressure Sensor, 10V, 0/200kPa, SOP 8, Reel","-","1000 @ CNY36.62 each","Gauge","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXV2202GC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXV2202GC6U","Pressure Sensor, 10V, 0/200kPa, SOP 8, Rail","-","1000 @ CNY55.00 each","Gauge","0 to 200","200","29","-","Analog","Axial Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2202","MPXV2202GP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2202&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-1000-kpa/differential-gauge-and-absolute-pressure-sensor-0-to-200kpa:MPXx2202?&fpsp=1&tab=Documentation_Tab#MPXV2202GP","Pressure Sensor, 10V, 0/200kPa, SOP 8, Port, Tray","-","1000 @ CNY35.61 each","Gauge","0 to 200","200","29","-","Analog","Side Port","Compensated","-40 to 125","-","-","-","10","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPXx2053","MPX2053D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXx2053&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-and-gauge-compensated-pressure-sensor-0-to-50kpa:MPXx2053?&fpsp=1&tab=Documentation_Tab#MPX2053D","Pressure Sensor, 10V, 0/50kPa, Sensor 4, Tray","-","1000 @ CNY39.93 each","Differential","0 to 50","50","7","-","Analog","Unported","Compensated","-40 to 125","-","-","-","10","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 16","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
