"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","压力检测类型","压力范围 最小值-最大值 (Min-Max) (kPa) ","压力等级 (Max) (kPa) ","压力等级 (Max) (psi) ","精度(% 误差率) (Max) (%) ","输出类型","移植","集成度","工作环境温度 (Min-Max) (°C) ","Z轴加速 (Min-Max) (g) ","Pressure offset accuracy (kPa)   (0C &lt;= Ta &lt;= 70C)","GPIOs","供电电压 (Typ) (V) ","Accelerometer (Z Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","PLC代码","感应轴","Accelerometer (X Axis) offset accuracy (g) (0C &lt;= Ta &lt;= 70C)","封装类型和焊端数","Pin count","PLC描述","LF灵敏度 (Min-Max) (V) ","X轴加速 (Min-Max)","射频输出功率 (Min-Max) (dBm) ","MCU内部用户闪存 (Spec) (kByte) ","无铅","供电电压 (Min-Max) (V) ","加速度传感器输出","加速度特性","认证级别","RoHS","特性","灵敏度数字Z轴 (Typ) (Cnts/g) ","状态","替代部件"
"FSL","传感器---压力传感器","MPXH6300A","MPXH6300AC6U","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXH6300A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/lpg-and-cng-gas-15-to-400-kpa/absolute-integrated-pressure-sensor-20-to-300kpa:MPXH6300A?&fpsp=1&tab=Documentation_Tab#MPXH6300AC6U","Pressure Sensor, 5V, 20/304kPa, SOP 8, Port  Rail","-","1000 @ CNY32.68 each","Absolute","20 to 304","300","44","1.5","Analog","Axial Port","Integrated","-40 to 125","-","-","-","5","-","4","-","-","SOP 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.75 to 5.46","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX230xDT1","MPX2300DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX230xDT1&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-compensated-pressure-sensor-0-to-40kpa:MPX230xDT1?&fpsp=1&tab=Documentation_Tab#MPX2300DT1","Pressure Sensor, 6V, 0/40kPa, Sensor 4, Reel","-","1000 @ CNY16.28 each","Gauge","0 to 40","40","5.8","-","Analog","Unported","Compensated","-40 to 125","-","-","-","6","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 10","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPX4080","MPX4080D","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPX4080&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-115-kpa/differential-integrated-pressure-sensor-0-to-80kpa:MPX4080?&fpsp=1&tab=Documentation_Tab#MPX4080D","Pressure Sensor, 5.1V, 0/80kPa, Sensor 6, Tray","-","1000 @ CNY45.78 each","Differential","0 to 80","80","11.6","3","Analog","Unported","Integrated","-40 to 125","-","-","-","5.1","-","4","-","-","Sensor 6","6","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","4.85 to 5.35","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPL3115A2","MPL3115A2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPL3115A2&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/20-to-110kpa-absolute-digital-pressure-sensor:MPL3115A2?&fpsp=1&tab=Documentation_Tab#MPL3115A2","Pressure Sensor, 2.5V, 20/110kPa, LGA 8, Tray","-","1000 @ CNY10.75 each","Absolute","20 to 110","110","-","1","I2C","Unported","Digital","-40 to 85","-","-","-","2.5","-","4","-","-","LGA 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1.95 to 3.9","-","-","5-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPL3115A2","MPL3115A2R1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPL3115A2&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/20-to-110kpa-absolute-digital-pressure-sensor:MPL3115A2?&fpsp=1&tab=Documentation_Tab#MPL3115A2R1","Pressure Sensor, 2.5V, 20/110kPa, LGA 8, Reel","-","1000 @ CNY10.75 each","Absolute","20 to 110","110","-","1","I2C","Unported","Digital","-40 to 85","-","-","-","2.5","-","4","-","-","LGA 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1.95 to 3.9","-","-","5-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPL115A","MPL115A1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPL115A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/50-to-115kpa-absolute-digital-pressure-sensor:MPL115A?&fpsp=1&tab=Documentation_Tab#MPL115A1","SPI VERSION","-","1000 @ CNY11.25 each","Absolute","50 to 115","115","16.7","1","SPI","Unported","Digital","-40 to 105","-","-","-","3.3","-","4","-","-","LGA 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","2.4 to 5.5","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","MPL115A","MPL115A1T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPL115A&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/barometric-pressure-15-to-115-kpa/50-to-115kpa-absolute-digital-pressure-sensor:MPL115A?&fpsp=1&tab=Documentation_Tab#MPL115A1T1","SPI VERSION","-","1000 @ CNY11.25 each","Absolute","50 to 115","115","16.7","1","SPI","Unported","Digital","-40 to 105","-","-","-","3.3","-","4","-","-","LGA 8","8","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","2.4 to 5.5","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH8705026T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH8705026T1","TPMS 7X7 450kPa Z axis","-","1000 @ CNY23.59 each","-","100 to 450","450","-","1.6","-","-","-","-40 to 125","-270 to 400","+/- 7","32","3","+/- 3 g","2","Z","NA","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","6","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH870502DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH870502DT1","TPMS 7X7 450kPa Z axis","-","1000 @ CNY23.08 each","-","100 to 450","450","-","1.6","-","-","-","-40 to 125","-270 to 400","+/- 7","32","3","+/- 6 g","2","Z","NA","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","6","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH8705116T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH8705116T1","TPMS 7X7 450kPa X&Z axis","-","1000 @ CNY24.16 each","-","100 to 450","450","-","1.6","-","-","-","-40 to 125","-210 to 240","+/- 7","32","3","+/- 3 g","2","XZ","+/- 3 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","6","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH870511DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH870511DT1","TPMS 7X7 450kPa X&Z axis","-","1000 @ CNY23.59 each","-","100 to 450","450","-","1.6","-","-","-","-40 to 125","-210 to 240","+/- 7","32","3","+/- 5 g","2","XZ","+/- 4 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","6","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH8709026T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH8709026T1","TPMS 7X7 900kPa Z axis","-","1000 @ CNY23.59 each","-","100 to 900","900","-","1.1","-","-","-","-40 to 125","-270 to 400","+/- 10","32","3","+/- 3 g","2","Z","NA","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","8.5","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH870902DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH870902DT1","TPMS 7X7 900kPa Z axis","-","1000 @ CNY23.08 each","-","100 to 900","900","-","1.1","-","-","-","-40 to 125","-270 to 400","+/- 10","32","3","+/- 6 g","2","Z","NA","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","8.5","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH8709116T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH8709116T1","TPMS 7X7 900kPa X&Z axis","-","1000 @ CNY24.16 each","-","100 to 900","900","-","1.1","-","-","-","-40 to 125","-210 to 240","+/- 10","32","3","+/- 3 g","2","XZ","+/- 3 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","8.5","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH870911DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH870911DT1","TPMS 7X7 900kPa X&Z axis","-","1000 @ CNY23.59 each","-","100 to 900","900","-","1.1","-","-","-","-40 to 125","-210 to 240","+/- 10","32","3","+/- 5 g","2","XZ","+/- 4 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","8.5","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH8709126T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH8709126T1","TPMS 7X7 900kPa XZ axis","-","1000 @ CNY24.16 each","-","100 to 900","900","-","1.1","-","-","-","-40 to 125","-270 to 400","+/- 10","32","3","+/- 3 g","2","XZ","+/- 3 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","8.5","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH870912DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH870912DT1","TPMS 7X7 900kPa XZ axis","-","1000 @ CNY23.59 each","-","100 to 900","900","-","1.1","-","-","-","-40 to 125","-270 to 400","+/- 10","32","3","+/- 6 g","2","XZ","+/- 4 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","8.5","-","-"
"FSL","传感器---压力传感器","FXTH87","FXTH8709226T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH87&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/freescale-fxth87-tire-pressure-monitor-sensor-family:FXTH87?&fpsp=1&tab=Documentation_Tab#FXTH8709226T1","TPMS 7X7 900kPa XZ axis","-","1000 @ CNY24.16 each","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-"
"FSL","传感器---压力传感器","FXTH8715","FXTH8715026T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH8715&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/high-pressure-tire-pressure-monitoring-sensor-tpms-family:FXTH8715?&fpsp=1&tab=Documentation_Tab#FXTH8715026T1","TPMS 7X7 1500kPa Z Axis","-","1000 @ CNY34.34 each","-","100 to 1500","1.5","-","-","-","-","-","-40 to 125","-250 to 400","+/- 20","-","-","+/- 3 g","2","Z","NA","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","-","-","-"
"FSL","传感器---压力传感器","FXTH8715","FXTH8715027T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH8715&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/high-pressure-tire-pressure-monitoring-sensor-tpms-family:FXTH8715?&fpsp=1&tab=Documentation_Tab#FXTH8715027T1","TPMS 7X7 1500kPa Z Axis","-","1000 @ CNY37.83 each","-","100 to 1500","1.5","-","-","-","-","-","-40 to 125","-270 to 400","+/- 17","-","-","+/- 3 g","1","Z","NA","QFN-EP 24","24","PRODUCT NEWLY INTRO D/RAMP-UP(1)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","-","-","-"
"FSL","传感器---压力传感器","FXTH8715","FXTH871502DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH8715&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/high-pressure-tire-pressure-monitoring-sensor-tpms-family:FXTH8715?&fpsp=1&tab=Documentation_Tab#FXTH871502DT1","TPMS 7X7 1500kPa Z Axis","-","1000 @ CNY26.58 each","-","100 to 1500","1.5","-","-","-","-","-","-40 to 125","-250 to 400","+/- 20","-","-","+/- 6 g","2","Z","NA","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","-","-","-"
"FSL","传感器---压力传感器","FXTH8715","FXTH8715116T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH8715&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/high-pressure-tire-pressure-monitoring-sensor-tpms-family:FXTH8715?&fpsp=1&tab=Documentation_Tab#FXTH8715116T1","TPMS 7X7 1500kPa XZ Axis","-","1000 @ CNY34.91 each","-","100 to 1500","1.5","-","-","-","-","-","-40 to 125","-210 to 240","+/- 20","-","-","+/- 3 g","2","XZ","+/- 3 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","-","-","-"
"FSL","传感器---压力传感器","FXTH8715","FXTH8715117T1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH8715&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/high-pressure-tire-pressure-monitoring-sensor-tpms-family:FXTH8715?&fpsp=1&tab=Documentation_Tab#FXTH8715117T1","TPMS 7X7 1500kPa XZ Axis","-","1000 @ CNY38.41 each","-","100 to 1500","1.5","-","-","-","-","-","-40 to 125","-210 to 240","+/- 17","-","-","+/- 3 g","2","XZ","+/- 3 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","-","-","-"
"FSL","传感器---压力传感器","FXTH8715","FXTH871511DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXTH8715&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/advanced-automotive-safety/tire-pressure-monitoring-sensors/high-pressure-tire-pressure-monitoring-sensor-tpms-family:FXTH8715?&fpsp=1&tab=Documentation_Tab#FXTH871511DT1","TPMS 7X7 1500kPa XZ Axis","-","1000 @ CNY34.34 each","-","100 to 1500","1.5","-","-","-","-","-","-40 to 125","-210 to 240","+/- 20","-","-","+/- 5 g","2","XZ","+/- 4 g","QFN-EP 24","24","PRODUCT RAPID GROWTH(2)","3.5 to 60","-80 to 90","3.5 to 8","8","-","1.8 to 3.6","Digital","Dynamic offset","AUTO; >=10 YEARS APPLICATION LIFE","-","S08 MCU Support, 125 kHz LF RX, 315/434 MHz RF TX","-","-","-"
"FSL","传感器---压力传感器","MPXC201xDT1","MPXC2011DT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPXC201xDT1&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/pressure-sensors/differential-gauge-up-to-10-kpa/differential-compensated-pressure-sensor-0-to-10kpa:MPXC201xDT1?&fpsp=1&tab=Documentation_Tab#MPXC2011DT1","Pressure Sensor, 3V, 0/10kPa, Sensor 4, Reel","-","1000 @ CNY28.55 each","Gauge","0 to 10","10","1.45","-","Analog","Unported","Compensated","-40 to 125","-","-","-","3","-","4","-","-","Sensor 4","4","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","1 to 10","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-"
