"FSL","射频---射频(军用)","MMRF1017N","MMRF1017NR3","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1017N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/general-purpose-drivers/720-960-mhz-80-w-avg.-28-v-airfast-rf-power-ldmos-transistor:MMRF1017N?&fpsp=1&tab=Documentation_Tab#MMRF1017NR3","RF Power LDMOS Transistor, 720-960 MHz, 80 W Avg., 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1017NR3');trackRFAnalytics('MMRF1017NR3','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","720","960","28","54.5","280","80 @ AVG","W-CDMA","20 @ 960","36.1","0.31","I/O","AB","LDMOS","-","2","-","High Pwr RF SMT 3","3","PRODUCT RAPID GROWTH(2)","720 to 960","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF2005N","MMRF2005GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF2005N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/radio-communications/728-960-mhz-3.2-w-avg.-28-v-rf-ldmos-wideband-integrated-power-amplifiers:MMRF2005N?&fpsp=1&tab=Documentation_Tab#MMRF2005GNR1","Single W-CDMA RF LDMOS Wideband Integrated Power Amplifier, 728-768 MHz, 920-960 MHz, 3.2 W, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF2005GNR1');trackRFAnalytics('MMRF2005GNR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","728","960","28","44.9","31","3.2 @ AVG","W-CDMA","35.9 @ 940","16.5","1.6","I/O","AB","LDMOS","-","4","-","High Pwr RF SMT 16","16","PRODUCT MATURITY/SATURATION(4)","728 to 960","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF2005N","MMRF2005NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF2005N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/radio-communications/728-960-mhz-3.2-w-avg.-28-v-rf-ldmos-wideband-integrated-power-amplifiers:MMRF2005N?&fpsp=1&tab=Documentation_Tab#MMRF2005NR1","Single W-CDMA RF LDMOS Wideband Integrated Power Amplifier, 728-768 MHz, 920-960 MHz, 3.2 W, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF2005NR1');trackRFAnalytics('MMRF2005NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","728","960","28","44.9","31","3.2 @ AVG","W-CDMA","35.9 @ 940","16.5","1.6","I/O","AB","LDMOS","-","4","-","High Pwr RF SMT 16","16","PRODUCT MATURITY/SATURATION(4)","728 to 960","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1018N","MMRF1018NBR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1018N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/radio-communications/470-860-mhz-90-w-50-v-broadband-rf-power-ldmos-transistors:MMRF1018N?&fpsp=1&tab=Documentation_Tab#MMRF1018NBR1","Broadband RF Power LDMOS Transistor, 470-860 MHz, 90 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1018NBR1');trackRFAnalytics('MMRF1018NBR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","470","860","50","49.5","90","18 @ AVG","OFDM","22 @ 860","28.5","0.79","Input","AB","LDMOS","-","3","-","High Pwr RF SMT 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","470 to 860","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1018N","MMRF1018NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1018N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/radio-communications/470-860-mhz-90-w-50-v-broadband-rf-power-ldmos-transistors:MMRF1018N?&fpsp=1&tab=Documentation_Tab#MMRF1018NR1","Broadband RF Power LDMOS Transistor, 470-860 MHz, 90 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1018NR1');trackRFAnalytics('MMRF1018NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","470","860","50","49.5","90","18 @ AVG","OFDM","22 @ 860","28.5","0.79","Input","AB","LDMOS","-","3","-","High Pwr RF SMT 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","470 to 860","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1012N","MMRF1012NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1012N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/general-purpose-drivers/10-450-mhz-10-w-50-v-broadband-rf-power-mosfet:MMRF1012N?&fpsp=1&tab=Documentation_Tab#MMRF1012NR1","Lateral N-Channel Broadband RF Power MOSFET, 10-450 MHz, 10 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1012NR1');trackRFAnalytics('MMRF1012NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","10","450","50","40","10","10 @ CW","1-Tone","23.9 @ 220","62","3","Unmatched","AB","LDMOS","-","4","-","High Pwr RF SMT 3","3","PRODUCT MATURITY/SATURATION(4)","10 to 450","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1011H","MMRF1011HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1011H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/1400-mhz-330-w-50-v-pulse-l-band-rf-power-mosfets:MMRF1011H?&fpsp=1&tab=Documentation_Tab#MMRF1011HR5","Pulse Lateral N-Channel RF Power MOSFET, 1400 MHz, 330 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1011HR5');trackRFAnalytics('MMRF1011HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1200","1400","50","55.2","330","330 @ Peak","Pulse","18 @ 1400","60.5","0.13","I/O","AB","LDMOS","-","4","-","Air Cavity 3","3","PRODUCT MATURITY/SATURATION(4)","1200 to 1400","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1011H","MMRF1011HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1011H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/1400-mhz-330-w-50-v-pulse-l-band-rf-power-mosfets:MMRF1011H?&fpsp=1&tab=Documentation_Tab#MMRF1011HSR5","Pulse Lateral N-Channel RF Power MOSFET, 1400 MHz, 330 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1011HSR5');trackRFAnalytics('MMRF1011HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1200","1400","50","55.2","330","330 @ Peak","Pulse","18 @ 1400","60.5","0.13","I/O","AB","LDMOS","-","4","-","Air Cavity 3","3","PRODUCT MATURITY/SATURATION(4)","1200 to 1400","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1009H","MMRF1009HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1009H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/960-1215-mhz-500-w-50-v-pulse-lateral-n-channel-rf-power-mosfets:MMRF1009H?&fpsp=1&tab=Documentation_Tab#MMRF1009HR5","Pulse Lateral N-Channel RF Power MOSFET, 960-1215 MHz, 500 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1009HR5');trackRFAnalytics('MMRF1009HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","960","1215","50","57","500","500 @ Peak","Pulse","19.7 @ 1030","62","0.044","I/O","AB","LDMOS","-","4","-","Air Cavity 3","3","PRODUCT MATURITY/SATURATION(4)","960 to 1215","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1009H","MMRF1009HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1009H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/960-1215-mhz-500-w-50-v-pulse-lateral-n-channel-rf-power-mosfets:MMRF1009H?&fpsp=1&tab=Documentation_Tab#MMRF1009HSR5","Pulse Lateral N-Channel RF Power MOSFET, 960-1215 MHz, 500 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1009HSR5');trackRFAnalytics('MMRF1009HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","960","1215","50","57","500","500 @ Peak","Pulse","19.7 @ 1030","62","0.044","I/O","AB","LDMOS","-","4","-","Air Cavity 3","3","PRODUCT MATURITY/SATURATION(4)","960 to 1215","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1008H","MMRF1008HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1008H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/960-1215-mhz-275-w-50-v-pulse-lateral-n-channel-rf-power-mosfets:MMRF1008H?&fpsp=1&tab=Documentation_Tab#MMRF1008HR5","Pulse Lateral N-Channel RF Power MOSFET, 960-1215 MHz, 275 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1008HR5');trackRFAnalytics('MMRF1008HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","960","1215","50","54.4","275","275 @ Peak","Pulse","20.3 @ 1030","65.5","0.08","I/O","AB","LDMOS","-","4","-","Air Cavity 3","3","PRODUCT MATURITY/SATURATION(4)","960 to 1215","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1008H","MMRF1008HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1008H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/960-1215-mhz-275-w-50-v-pulse-lateral-n-channel-rf-power-mosfets:MMRF1008H?&fpsp=1&tab=Documentation_Tab#MMRF1008HSR5","Pulse Lateral N-Channel RF Power MOSFET, 960-1215 MHz, 275 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1008HSR5');trackRFAnalytics('MMRF1008HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","960","1215","50","54.4","275","275 @ Peak","Pulse","20.3 @ 1030","65.5","0.08","I/O","AB","LDMOS","-","4","-","Air Cavity 3","3","PRODUCT MATURITY/SATURATION(4)","960 to 1215","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1014N","MMRF1014NT1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1014N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/general-purpose-drivers/1-2000-mhz-4-w-28-v-class-a-ab-rf-power-mosfet:MMRF1014N?&fpsp=1&tab=Documentation_Tab#MMRF1014NT1","LATERAL N--CHANNEL RF POWER LDMOS TRANSISTOR, 1-2000 MHz, 4 W, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1014NT1');trackRFAnalytics('MMRF1014NT1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1","2000","28","36","4","4 @ PEP","2-Tone","18 @ 1960","33","8.8","Unmatched","A, AB","LDMOS","-","4","-","High Pwr RF SMT 4","4","PRODUCT MATURITY/SATURATION(4)","1 to 2000","-","-34","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1306H","MMRF1306HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1306H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/radio-communications/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MMRF1306H?&fpsp=1&tab=Documentation_Tab#MMRF1306HR5","Lateral N-Channel Broadband RF Power MOSFET, 10-500 MHz, 1000 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1306HR5');trackRFAnalytics('MMRF1306HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1.8","600","50","61","1250","1250 @ CW","1-Tone","22.9 @ 230","74.6","0.15","Unmatched","AB","LDMOS","-","3","-","Air Cavity 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","1.8 to 600","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1306H","MMRF1306HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1306H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/radio-communications/1.8-600-mhz-1250-w-cw-50-v-wideband-rf-power-ldmos-transistors:MMRF1306H?&fpsp=1&tab=Documentation_Tab#MMRF1306HSR5","Lateral N-Channel Broadband RF Power MOSFET, 10-500 MHz, 1000 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1306HSR5');trackRFAnalytics('MMRF1306HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1.8","600","50","61","1250","1250 @ CW","1-Tone","22.9 @ 230","74.6","0.15","Unmatched","AB","LDMOS","-","3","-","Air Cavity 5","5","PRODUCT STABLE GROWTH/MATURITY(3)","1.8 to 600","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1005H","MMRF1005HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1005H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/1300-mhz-250-w-50-v-lateral-n-channel-rf-power-mosfets:MMRF1005H?&fpsp=1&tab=Documentation_Tab#MMRF1005HR5","Lateral N-Channel RF Power MOSFET, 1300 MHz, 250 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1005HR5');trackRFAnalytics('MMRF1005HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1200","1400","50","54","250","250 @ Peak","Pulse","22.7 @ 1300","57","0.07","Input","AB","LDMOS","-","3","-","Air Cavity 3","3","PRODUCT STABLE GROWTH/MATURITY(3)","1200 to 1400","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1005H","MMRF1005HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1005H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/1300-mhz-250-w-50-v-lateral-n-channel-rf-power-mosfets:MMRF1005H?&fpsp=1&tab=Documentation_Tab#MMRF1005HSR5","Lateral N-Channel RF Power MOSFET, 1300 MHz, 250 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1005HSR5');trackRFAnalytics('MMRF1005HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1200","1400","50","54","250","250 @ Peak","Pulse","22.7 @ 1300","57","0.07","Input","AB","LDMOS","-","3","-","Air Cavity 3","3","PRODUCT STABLE GROWTH/MATURITY(3)","1200 to 1400","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1004N","MMRF1004GNR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1004N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/general-purpose-drivers/1600-2200-mhz-10-w-28-v-gsm-edge-n-cdma-2xw-cdma-rf-power-ldmos-transistors:MMRF1004N?&fpsp=1&tab=Documentation_Tab#MMRF1004GNR1","GSM/GSM EDGE, SINGLE N-CDMA, 2 x W-CDMA Lateral N-Channel RF Power MOSFET, 1600-2200 MHz, 10 W, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1004GNR1');trackRFAnalytics('MMRF1004GNR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1600","2200","28","40","10","1 @ AVG","W-CDMA","15.5 @ 2170","15","2.3","Input","AB","LDMOS","45","4","-","High Pwr RF SMT 3","3","PRODUCT MATURITY/SATURATION(4)","1600 to 2200","1600 to 2200","-47","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1004N","MMRF1004NR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1004N&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/general-purpose-drivers/1600-2200-mhz-10-w-28-v-gsm-edge-n-cdma-2xw-cdma-rf-power-ldmos-transistors:MMRF1004N?&fpsp=1&tab=Documentation_Tab#MMRF1004NR1","GSM/GSM EDGE, SINGLE N-CDMA, 2 x W-CDMA Lateral N-Channel RF Power MOSFET, 1600-2200 MHz, 10 W, 28 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1004NR1');trackRFAnalytics('MMRF1004NR1','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","1600","2200","28","40","10","1 @ AVG","W-CDMA","15.5 @ 2170","15","2.3","Input","AB","LDMOS","45","4","-","High Pwr RF SMT 3","3","PRODUCT MATURITY/SATURATION(4)","1600 to 2200","1600 to 2200","-47","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1006H","MMRF1006HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1006H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/10-500-mhz-1000-w-50-v-lateral-n-channel-broadband-rf-power-mosfets:MMRF1006H?&fpsp=1&tab=Documentation_Tab#MMRF1006HR5","Lateral N-Channel Broadband RF Power MOSFET, 10-500 MHz, 1000 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1006HR5');trackRFAnalytics('MMRF1006HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","10","500","50","60","1000","1000 @ Peak","Pulse","20 @ 450","64","0.03","Unmatched","AB","LDMOS","-","4","-","Air Cavity 5","5","PRODUCT MATURITY/SATURATION(4)","10 to 500","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1006H","MMRF1006HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1006H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/10-500-mhz-1000-w-50-v-lateral-n-channel-broadband-rf-power-mosfets:MMRF1006H?&fpsp=1&tab=Documentation_Tab#MMRF1006HSR5","Lateral N-Channel Broadband RF Power MOSFET, 10-500 MHz, 1000 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1006HSR5');trackRFAnalytics('MMRF1006HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","10","500","50","60","1000","1000 @ Peak","Pulse","20 @ 450","64","0.03","Unmatched","AB","LDMOS","-","4","-","Air Cavity 5","5","PRODUCT MATURITY/SATURATION(4)","10 to 500","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1007H","MMRF1007HR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1007H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/965-1215-mhz-1000-w-50-v-lateral-n-channel-broadband-rf-power-mosfets:MMRF1007H?&fpsp=1&tab=Documentation_Tab#MMRF1007HR5","Lateral N-Channel Broadband RF Power MOSFET, 965-1215 MHz, 1000 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1007HR5');trackRFAnalytics('MMRF1007HR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","965","1215","50","60","1000","1000 @ Peak","Pulse","20 @ 1030","56","0.02","Unmatched","AB","LDMOS","-","4","-","Air Cavity 5","5","PRODUCT MATURITY/SATURATION(4)","965 to 1215","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
"FSL","射频---射频(军用)","MMRF1007H","MMRF1007HSR5","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMRF1007H&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/rf/rf-military/rf-radar/965-1215-mhz-1000-w-50-v-lateral-n-channel-broadband-rf-power-mosfets:MMRF1007H?&fpsp=1&tab=Documentation_Tab#MMRF1007HSR5","Lateral N-Channel Broadband RF Power MOSFET, 965-1215 MHz, 1000 W, 50 V","<a target="_blank" id="OPNsuggestedDriver" style="cursor:pointer"  onclick="showpopup('MMRF1007HSR5');trackRFAnalytics('MMRF1007HSR5','opn');"><center><br><img class="img-sugg-driver" src="/shared/images/suggestedDriver.png"></img></br></center></a>","965","1215","50","60","1000","1000 @ Peak","Pulse","20 @ 1030","56","0.02","Unmatched","AB","LDMOS","-","4","-","Air Cavity 5","5","PRODUCT MATURITY/SATURATION(4)","965 to 1215","-","-","-","10-YEARS APPLICATION LIFE","-","-","-"
