"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Output","Polarity","VO (V)","IO Typ (A)","VI Max (V)","VDO Typ (V)","Iq Typ (mA)","PSRR (dB)","Noise (microVrms)","Package Type"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LP2950","LP2950CZ-5.0RPG","http://www.onsemi.cn/PowerSolutions/product.do?id=LP2950CZ-5.0RPG","http://www.onsemi.com/pub/Collateral/LP2950-D.PDF","Linear Voltage Regulator, LDO, Low Power, 100 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, Low Power, 100 mA","Single","Positive","3
3.3
5","0.1","30","0.35","0.093","48","56","DPAK-3
TO-92"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV56801P","LV56801P-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV56801P-E","http://www.onsemi.com/pub/Collateral/LV56801P-D.PDF","4-Channel Linear Voltage Regulator with 4 High-Side Switches for Automotive Infotainment","Pb-free","Active","4-Channel Linear Voltage Regulator with 4 High-Side Switches for Automotive Infotainment","Quad","Positive","3.3
8
8 to 12(Adj)
8 to 9(Adj)","0.2
0.3
1.3","16",,"0.4","50",,"HZIP-15J"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV5680P","LV5680P-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV5680P-E","-","Linear Voltage Regulator, 4-Channel, with 2-High Side Switches, for Automotive Infotainment","Pb-free","Active","Linear Voltage Regulator, 4-Channel, with 2-High Side Switches, for Automotive Infotainment","Quad","Positive",,,"16",,,"50",,"HZIP-15J"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV56831P","LV56831P-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV56831P-E","http://www.onsemi.com/pub/Collateral/ENA1983-D.PDF","4-Channel Linear Voltage Regulator for Automotive Infotainment","Pb-free","Active","4-Channel Linear Voltage Regulator for Automotive Infotainment","Quad","Positive","3.3/5
5/3.3
8.5
12","0.3
0.5","16",,"0.05","50",,"HZIP-15"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV56841PVD","LV56841PVD-XH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV56841PVD-XH","http://www.onsemi.com/pub/Collateral/ENA2181-D.PDF","5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment, 5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment","Pb-free
Halide free","Active","5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment","Penta","Positive","3.3
5 to 12(Adj)
6","0.3
0.35
1.5","16",,"0.05","50",,"HZIP-15"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV5684PVC","LV5684PVC-XH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV5684PVC-XH","-","5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment","Pb-free
Halide free","Active","5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment ","Penta","Positive","3.3
5 to 12(Adj)
5 to 9(Adj)
5/8","0.25
0.3
0.35
0.45
1.3","16",,"0.05","50",,"HZIP-15J"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV5685PV","LV5685PV-XH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV5685PV-XH","http://www.onsemi.com/pub/Collateral/ENA2333-D.PDF","Linear Voltage Regulator, 5-Channel, 2 High-Side Switches","Pb-free
Halide free","Active","Linear Voltage Regulator, 5-Channel, 2 High-Side Switches","Penta","Positive","3.3
3.3/5
5/6/7/8
5/8.5/9/11.5
5/8/10.5/12","0.25
0.3
0.35
0.45
1.3","16",,"0.065","50",,"HZIP-15"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV5692P","LV5692P-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV5692P-E","http://www.onsemi.com/pub/Collateral/LV5692P-D.PDF","6-Channel Linear Voltage Regulator with High-Side Switch for Automotive Infotainment","Pb-free","Active","6-Channel Linear Voltage Regulator with High-Side Switch for Automotive Infotainment","Hex","Positive","3.3
8
8.4
Adj","0.3
0.5
1.3
Controller","16",,"0.05","50",,"HZIP-15J"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV5694P","LV5694P-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV5694P-E","http://www.onsemi.com/pub/Collateral/ENA2017-D.PDF","5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment","Pb-free","Active","5-Channel Linear Voltage Regulator with 2 High-Side Switches for Automotive Infotainment","Penta","Positive","3.3/5
5
7.6/8.1
8.45
9","0.3
0.5
0.8","16",,"0.05","50",,"HZIP-15J"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","LV5696P","LV5696P-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV5696P-E","http://www.onsemi.com/pub/Collateral/ENA2159-D.PDF","6-Channel Linear Voltage Regulator with High-Side Switch for Automotive Infotainment","Pb-free","Active","6-Channel Linear Voltage Regulator with High-Side Switch for Automotive Infotainment","Hex","Positive","3 to 8(Adj)
3.3
3.3/5
5
8
8.5","0.2
0.3
0.8
1","16",,"0.05","50",,"HZIP-15J"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-2.5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-2.5G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-2.5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-2.5R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-3.0G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-3.0G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-3.0R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-3.0R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-3.3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-3.3G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-3.3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-3.3R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-5.0G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-5.0G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275D-5.0R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275D-5.0R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-2.5G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-2.5G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-2.5RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-2.5RKG","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-3.0G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-3.0G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-3.0RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-3.0RKG","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-3.3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-3.3G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-3.3RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-3.3RKG","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-5.0G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-5.0G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275DT-5.0RKG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275DT-5.0RKG","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275MN-2.5R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275MN-2.5R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275MN-3.0R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275MN-3.0R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275MN-3.3R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275MN-3.3R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275MN-5.0R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275MN-5.0R2G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275ST-2.5T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275ST-2.5T3G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275ST-3.0T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275ST-3.0T3G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275ST-3.3T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275ST-3.3T3G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33275","MC33275ST-5.0T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33275ST-5.0T3G","http://www.onsemi.com/pub/Collateral/MC33275-D.PDF","Linear Voltage Regulator, LDO, 300 mA, V","Pb-free
Halide free","Active","Linear Voltage Regulator, LDO, 300 mA","Single","Positive","2.5
3
3.3
5","0.3","13","0.26","0.125","75","46","DFN-8
DPAK-3
SOIC-8
SOT-223-4 / TO-261-4"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33761","MC33761SNT1-025G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33761SNT1-025G","http://www.onsemi.com/pub/Collateral/MC33761-D.PDF","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control, V","Pb-free
Halide free","Active","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control","Single","Positive","2.5
2.8
2.9
3
5","0.08","12","0.16","0.18","70","35","TSOP-5 / SOT-23-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33761","MC33761SNT1-028G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33761SNT1-028G","http://www.onsemi.com/pub/Collateral/MC33761-D.PDF","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control, V","Pb-free
Halide free","Active","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control","Single","Positive","2.5
2.8
2.9
3
5","0.08","12","0.16","0.18","70","35","TSOP-5 / SOT-23-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33761","MC33761SNT1-029G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33761SNT1-029G","http://www.onsemi.com/pub/Collateral/MC33761-D.PDF","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control, V","Pb-free
Halide free","Active","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control","Single","Positive","2.5
2.8
2.9
3
5","0.08","12","0.16","0.18","70","35","TSOP-5 / SOT-23-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33761","MC33761SNT1-030G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33761SNT1-030G","http://www.onsemi.com/pub/Collateral/MC33761-D.PDF","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control, V","Pb-free
Halide free","Active","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control","Single","Positive","2.5
2.8
2.9
3
5","0.08","12","0.16","0.18","70","35","TSOP-5 / SOT-23-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC33761","MC33761SNT1-050G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33761SNT1-050G","http://www.onsemi.com/pub/Collateral/MC33761-D.PDF","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control, V","Pb-free
Halide free","Active","Switching Voltage Regulator, LDO, 800 mA, Ultra Low-Noise, with 1.0 V On/Off Control","Single","Positive","2.5
2.8
2.9
3
5","0.08","12","0.16","0.18","70","35","TSOP-5 / SOT-23-5"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC34268","MC34268DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34268DG","http://www.onsemi.com/pub/Collateral/MC34268-D.PDF","2.85 V, 800 mA SCSI-2 Active Terminator, Low Dropout Linear Voltage Regulator","Pb-free
Halide free","Active","2.85 V, 800 mA SCSI-2 Active Terminator, Low Dropout Linear Voltage Regulator","Single","Positive","2.85","0.8","15","1.1",,,,"SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC34268","MC34268DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC34268DR2G","http://www.onsemi.com/pub/Collateral/MC34268-D.PDF","2.85 V, 800 mA SCSI-2 Active Terminator, Low Dropout Linear Voltage Regulator","Pb-free
Halide free","Active","2.85 V, 800 mA SCSI-2 Active Terminator, Low Dropout Linear Voltage Regulator","Single","Positive","2.85","0.8","15","1.1",,,,"SOIC-8"
"on","DC-DC控制器、转换器和稳压器---线性稳压器","MC7806","MC7806BD2TG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC7806BD2TG","http://www.onsemi.com/pub/Collateral/MC7800-D.PDF","Linear Voltage Regulator, Positive, 6.0 V, 1.0 A, V","Pb-free
Halide free","Active","Linear Voltage Regulator, Positive, 6.0 V, 1.0 A","Single","Positive","6","1","35","2",,,,"D<sup>2</sup>PAK-3
TO-220-3"
