"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","# of  Channels","Gmin   (V/V)","BW @ Gmin   (MHz)","SR   (V/µs)","IS per ch   (mA)","IOUT (mA)","en   (nV/√Hz)","Vio Max  (±) (mV)","Min Vs   (V)","Max Vs   (V)"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007AST5","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007AST5EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007AST5MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007AST5X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007ISO8","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007ISO8X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007IST5","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007IST5EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007IST5MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1007","CLC1007IST5X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc1007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1007/","Single, Low Cost, High Speed RRO Amplifier
","1","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1005","CLC1005ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1005/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier
","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1005","CLC1005ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1005/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier
","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1005","CLC1005ISO8X","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1005/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier
","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1005","CLC1005IST5EVB","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1005/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier
","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1005","CLC1005IST5MTR","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1005/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier
","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1005","CLC1005IST5X","http://www.exar.com/common/content/document.ashx?id=21364&languageid=1033&type=datasheet&part=clc1005","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1005/","Single, Low Cost, 260MHz Rail-to-Rail Amplifier
","1","1","260","145","4.2","55","16","8","2.5","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ASO8","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ASO8EVB","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ASO8MTR","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ASO8X","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003AST5","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003AST5EVB","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003AST5MTR","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003AST5X","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ISO8","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003ISO8X","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003IST5","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003IST5EVB","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003IST5MTR","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1003","CLC1003IST5X","http://www.exar.com/common/content/document.ashx?id=21495&languageid=1033&type=datasheet&part=clc1003","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1003/","Single, Low Distortion, Low Offset, RRIO Amplifier","1","1","55","12","2.2","80","3.5","1","2.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1014","CLC1014IST5EVB","http://www.exar.com/common/content/document.ashx?id=21363&languageid=1033&type=datasheet&part=clc1014","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1014/","750MHz, 1,400V/µs Voltage Feedback Amplifier","1","2","750","1400","12","100","4","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1014","CLC1014IST5MTR","http://www.exar.com/common/content/document.ashx?id=21363&languageid=1033&type=datasheet&part=clc1014","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1014/","750MHz, 1,400V/µs Voltage Feedback Amplifier","1","2","750","1400","12","100","4","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1014","CLC1014IST5X","http://www.exar.com/common/content/document.ashx?id=21363&languageid=1033&type=datasheet&part=clc1014","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1014/","750MHz, 1,400V/µs Voltage Feedback Amplifier","1","2","750","1400","12","100","4","10","4.5","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","LMV321","LMV321IST5X","http://www.exar.com/common/content/document.ashx?id=21404&languageid=1033&type=datasheet&part=lmv321","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/lmv321/","General Purpose, Rail-to-Rail Output Amplifier
","1","1","2",">1","0.13","60","39","7","2.7","5.5"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ASO8","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ASO8EVB","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ASO8MTR","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ASO8X","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002AST6","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002AST6EVB","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002AST6MTR","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002AST6X","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ISO8","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002ISO8X","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002IST6","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002IST6EVB","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002IST6MTR","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1002","CLC1002IST6X","http://www.exar.com/common/content/document.ashx?id=21361&languageid=1033&type=datasheet&part=clc1002","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1002/","Single, Ultra-Low Noise Amplifier
","1","5","290","170","13","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ASO8","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ASO8EVB","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ASO8MTR","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ASO8X","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001AST6","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001AST6EVB","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001AST6MTR","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001AST6X","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ISO8","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ISO8EVB","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC1001","CLC1001ISO8MTR","http://www.exar.com/common/content/document.ashx?id=21360&languageid=1033&type=datasheet&part=clc1001","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc1001/","Single, Ultra-Low Noise Amplifier
","1","10","284","410","12.5","130","0.6","1","4","12"
