"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","# of  Channels","Gmin   (V/V)","BW @ Gmin   (MHz)","SR   (V/µs)","IS per ch   (mA)","IOUT (mA)","en   (nV/√Hz)","Vio Max  (±) (mV)","Min Vs   (V)","Max Vs   (V)"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ASO14MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ASO14X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ATP14","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ATP14EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ATP14MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ATP14X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ISO14","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ISO14EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ISO14MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ISO14X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ITP14","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ITP14EVB","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ITP14MTR","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
"exar","High Performance Analog---Amplifiers, Comparators & Switches-High Performance Amplifiers-High Performance Amplifiers","CLC4007","CLC4007ITP14X","http://www.exar.com/common/content/document.ashx?id=21366&languageid=1033&type=datasheet&part=clc4007","http://www.exar.com/high-performance-analog/amplifiers-comparators-and-switches/high-performance-amplifiers/clc4007/","Quad, Low Cost, High Speed RRO Amplifier
","4","1","250","220","2.6","100","16","7","2.7","12.6"
